,area_code,value,qc_valid_start,qc_valid_end,date,year,month,day,hour,dayweek,timestamp
61,NSW_PT005,0.0,,,2016-10-09 13:00:00,2016,10,9,13,6,2016100913
62,NSW_PT005,0.0,,,2016-10-09 14:00:00,2016,10,9,14,6,2016100914
63,NSW_PT005,0.0,,,2016-10-09 15:00:00,2016,10,9,15,6,2016100915
64,NSW_PT005,0.0,,,2016-10-09 16:00:00,2016,10,9,16,6,2016100916
65,NSW_PT005,0.0,,,2016-10-09 17:00:00,2016,10,9,17,6,2016100917
66,NSW_PT005,0.0,,,2016-10-09 18:00:00,2016,10,9,18,6,2016100918
67,NSW_PT005,0.0,,,2016-10-09 19:00:00,2016,10,9,19,6,2016100919
68,NSW_PT005,0.0,,,2016-10-09 20:00:00,2016,10,9,20,6,2016100920
69,NSW_PT005,0.0,,,2016-10-09 21:00:00,2016,10,9,21,6,2016100921
70,NSW_PT005,0.0,,,2016-10-09 22:00:00,2016,10,9,22,6,2016100922
71,NSW_PT005,0.0,,,2016-10-09 23:00:00,2016,10,9,23,6,2016100923
72,NSW_PT005,0.0,,,2016-04-21 00:00:00,2016,4,21,0,3,2016042100
73,NSW_PT005,0.0,,,2016-04-21 01:00:00,2016,4,21,1,3,2016042101
74,NSW_PT005,0.0,,,2016-04-21 02:00:00,2016,4,21,2,3,2016042102
75,NSW_PT005,0.0,,,2016-04-21 03:00:00,2016,4,21,3,3,2016042103
76,NSW_PT005,0.0,,,2016-04-21 04:00:00,2016,4,21,4,3,2016042104
77,NSW_PT005,0.0,,,2016-04-21 05:00:00,2016,4,21,5,3,2016042105
78,NSW_PT005,0.0,,,2016-04-21 06:00:00,2016,4,21,6,3,2016042106
79,NSW_PT005,0.0,,,2016-04-21 07:00:00,2016,4,21,7,3,2016042107
80,NSW_PT005,0.0,,,2016-04-21 08:00:00,2016,4,21,8,3,2016042108
81,NSW_PT005,0.0,,,2016-04-21 09:00:00,2016,4,21,9,3,2016042109
82,NSW_PT005,0.0,,,2016-04-21 10:00:00,2016,4,21,10,3,2016042110
83,NSW_PT005,0.2,,,2016-04-21 11:00:00,2016,4,21,11,3,2016042111
84,NSW_PT005,0.0,,,2016-04-21 12:00:00,2016,4,21,12,3,2016042112
85,NSW_PT005,0.0,,,2016-04-21 13:00:00,2016,4,21,13,3,2016042113
86,NSW_PT005,0.0,,,2016-04-21 14:00:00,2016,4,21,14,3,2016042114
87,NSW_PT005,0.0,,,2016-04-21 15:00:00,2016,4,21,15,3,2016042115
88,NSW_PT005,0.0,,,2016-04-21 16:00:00,2016,4,21,16,3,2016042116
89,NSW_PT005,0.0,,,2016-04-21 17:00:00,2016,4,21,17,3,2016042117
90,NSW_PT005,0.0,,,2016-04-21 18:00:00,2016,4,21,18,3,2016042118
91,NSW_PT005,0.0,,,2016-04-21 19:00:00,2016,4,21,19,3,2016042119
92,NSW_PT005,0.0,,,2016-04-21 20:00:00,2016,4,21,20,3,2016042120
93,NSW_PT005,0.0,,,2016-04-21 21:00:00,2016,4,21,21,3,2016042121
94,NSW_PT005,0.0,,,2016-04-21 22:00:00,2016,4,21,22,3,2016042122
95,NSW_PT005,0.0,,,2016-04-21 23:00:00,2016,4,21,23,3,2016042123
96,NSW_PT005,0.0,,,2016-06-19 00:00:00,2016,6,19,0,6,2016061900
97,NSW_PT005,0.0,,,2016-06-19 01:00:00,2016,6,19,1,6,2016061901
98,NSW_PT005,0.0,,,2016-06-19 02:00:00,2016,6,19,2,6,2016061902
99,NSW_PT005,0.0,,,2016-06-19 03:00:00,2016,6,19,3,6,2016061903
100,NSW_PT005,0.0,,,2016-06-19 04:00:00,2016,6,19,4,6,2016061904
101,NSW_PT005,0.0,,,2016-06-19 05:00:00,2016,6,19,5,6,2016061905
102,NSW_PT005,0.0,,,2016-06-19 06:00:00,2016,6,19,6,6,2016061906
103,NSW_PT005,0.0,,,2016-06-19 07:00:00,2016,6,19,7,6,2016061907
104,NSW_PT005,0.0,,,2016-06-19 08:00:00,2016,6,19,8,6,2016061908
105,NSW_PT005,0.0,,,2016-06-19 09:00:00,2016,6,19,9,6,2016061909
106,NSW_PT005,0.2,,,2016-06-19 10:00:00,2016,6,19,10,6,2016061910
107,NSW_PT005,0.8,,,2016-06-19 11:00:00,2016,6,19,11,6,2016061911
108,NSW_PT005,3.2000000000000006,,,2016-06-19 12:00:00,2016,6,19,12,6,2016061912
109,NSW_PT005,5.000000000000002,,,2016-06-19 13:00:00,2016,6,19,13,6,2016061913
110,NSW_PT005,3.800000000000001,,,2016-06-19 14:00:00,2016,6,19,14,6,2016061914
111,NSW_PT005,4.400000000000001,,,2016-06-19 15:00:00,2016,6,19,15,6,2016061915
112,NSW_PT005,3.0000000000000004,,,2016-06-19 16:00:00,2016,6,19,16,6,2016061916
113,NSW_PT005,1.7999999999999998,,,2016-06-19 17:00:00,2016,6,19,17,6,2016061917
114,NSW_PT005,0.8,,,2016-06-19 18:00:00,2016,6,19,18,6,2016061918
115,NSW_PT005,0.2,,,2016-06-19 19:00:00,2016,6,19,19,6,2016061919
116,NSW_PT005,0.2,,,2016-06-19 20:00:00,2016,6,19,20,6,2016061920
117,NSW_PT005,0.0,,,2016-06-19 21:00:00,2016,6,19,21,6,2016061921
118,NSW_PT005,0.0,,,2016-06-19 22:00:00,2016,6,19,22,6,2016061922
119,NSW_PT005,0.0,,,2016-06-19 23:00:00,2016,6,19,23,6,2016061923
120,NSW_PT005,0.0,,,2015-12-15 00:00:00,2015,12,15,0,1,2015121500
121,NSW_PT005,0.0,,,2015-12-15 01:00:00,2015,12,15,1,1,2015121501
122,NSW_PT005,0.0,,,2015-12-15 02:00:00,2015,12,15,2,1,2015121502
123,NSW_PT005,0.0,,,2015-12-15 03:00:00,2015,12,15,3,1,2015121503
124,NSW_PT005,0.0,,,2015-12-15 04:00:00,2015,12,15,4,1,2015121504
125,NSW_PT005,0.0,,,2015-12-15 05:00:00,2015,12,15,5,1,2015121505
126,NSW_PT005,0.0,,,2015-12-15 06:00:00,2015,12,15,6,1,2015121506
127,NSW_PT005,0.0,,,2015-12-15 07:00:00,2015,12,15,7,1,2015121507
128,NSW_PT005,0.0,,,2015-12-15 08:00:00,2015,12,15,8,1,2015121508
129,NSW_PT005,0.0,,,2015-12-15 09:00:00,2015,12,15,9,1,2015121509
130,NSW_PT005,0.0,,,2015-12-15 10:00:00,2015,12,15,10,1,2015121510
131,NSW_PT005,0.0,,,2015-12-15 11:00:00,2015,12,15,11,1,2015121511
132,NSW_PT005,0.0,,,2015-12-15 12:00:00,2015,12,15,12,1,2015121512
133,NSW_PT005,0.0,,,2015-12-15 13:00:00,2015,12,15,13,1,2015121513
134,NSW_PT005,0.0,,,2015-12-15 14:00:00,2015,12,15,14,1,2015121514
135,NSW_PT005,0.0,,,2015-12-15 15:00:00,2015,12,15,15,1,2015121515
136,NSW_PT005,0.0,,,2015-12-15 16:00:00,2015,12,15,16,1,2015121516
137,NSW_PT005,0.0,,,2015-12-15 17:00:00,2015,12,15,17,1,2015121517
138,NSW_PT005,0.0,,,2015-12-15 18:00:00,2015,12,15,18,1,2015121518
139,NSW_PT005,0.0,,,2015-12-15 19:00:00,2015,12,15,19,1,2015121519
140,NSW_PT005,0.0,,,2015-12-15 20:00:00,2015,12,15,20,1,2015121520
141,NSW_PT005,0.0,,,2015-12-15 21:00:00,2015,12,15,21,1,2015121521
142,NSW_PT005,0.0,,,2015-12-15 22:00:00,2015,12,15,22,1,2015121522
143,NSW_PT005,0.0,,,2015-12-15 23:00:00,2015,12,15,23,1,2015121523
144,NSW_PT005,0.2,,,2017-03-15 00:00:00,2017,3,15,0,2,2017031500
145,NSW_PT005,0.6000000000000001,,,2017-03-15 01:00:00,2017,3,15,1,2,2017031501
146,NSW_PT005,0.0,,,2017-03-15 02:00:00,2017,3,15,2,2,2017031502
147,NSW_PT005,0.2,,,2017-03-15 03:00:00,2017,3,15,3,2,2017031503
148,NSW_PT005,0.2,,,2017-03-15 04:00:00,2017,3,15,4,2,2017031504
149,NSW_PT005,2.2,,,2017-03-15 05:00:00,2017,3,15,5,2,2017031505
150,NSW_PT005,4.4,,,2017-03-15 06:00:00,2017,3,15,6,2,2017031506
151,NSW_PT005,0.4,,,2017-03-15 07:00:00,2017,3,15,7,2,2017031507
